new_id,question,template_name,answer,relevance,explanation
3fdb1a03-dc6d-4c48-9d66-aa632b173948,What happens if the borrower loses the collateral or its condition worsens due to circumstances beyond the lender's control?,promt_template_1,"If the borrower loses the collateral or their condition deteriorates due to circumstances beyond the creditor’s control, the situation isn't directly addressed in the context provided. However, it is important to note that the obligations can be affected under various circumstances, including the lender's delay or the effectiveness of the loan agreement. Specifically, Article 369 of the Civil Code of the Kyrgyz Republic mentions that if the creditor fails to accept a proper performance offered by the debtor, the debtor's obligations might change due to the creditor's delay. Nonetheless, without a specific provision on collateral loss or bankruptcy within the context, a definitive outcome cannot be ascertained based solely on the provided information from the Civil Code.",PARTLY_RELEVANT,The generated answer discusses the consequences of losing collateral but diverges into unrelated legal aspects and fails to address the specific rights of the lender as outlined in the Ground_truth regarding the borrower's obligations. It partially touches on the topic but does not include the relevant facts from the provided legal article.
3fdb1a03-dc6d-4c48-9d66-aa632b173948,Are there any exceptions to the lender's right to demand early repayment and interest if specified in the loan agreement?,promt_template_1,"Yes, exceptions to the creditor's right to demand early repayment of the loan and payment of interest can exist if specified in the loan agreement. According to Article 726 of the Civil Code of the Kyrgyz Republic, if the loan agreement provides otherwise, the lender has the right to receive interest or other payments for the loan amount as defined in the agreement. Thus, if the loan agreement includes specific conditions regarding early repayment and associated interest, those conditions would apply.",PARTLY_RELEVANT,"The generated answer acknowledges that exceptions can be specified in the loan agreement, which is pertinent to the question. However, it incorrectly references Article 726 instead of Article 730 from the Ground_truth, leading to a lack of complete relevance. While it touches on important aspects of the question, it does not directly use the specified legal reference from the Ground_truth."
69d05552-26e6-437c-8764-9a16e9a192ca,What is the initial step a investigator takes after a criminal case is officially opened?,promt_template_1,"The first step of the investigator after the official initiation of a criminal case is to immediately begin the investigation. This is stated in Article 161 of the Criminal Procedure Code of the Kyrgyz Republic, which requires the investigator to commence the investigation upon the initiation of the criminal case, unless urgent investigative actions are necessary. The investigator must also enter relevant data into the Unified Register of Crimes, after which an order regarding the initiation of the criminal case and its acceptance for investigation is generated.",PARTLY_RELEVANT,"The generated answer correctly identifies that the investigator begins the investigation after initiating a criminal case but inaccurately references Article 161, while the ground truth refers specifically to Article 157. It provides some relevant information but does not fully align with the specifics of the ground truth."
69d05552-26e6-437c-8764-9a16e9a192ca,How can a prosecutor be involved after the initiation of a criminal case?,promt_template_1,"The prosecutor can be brought into the case after its initiation in the following ways, according to Article 157 of the Criminal Procedure Code of the Kyrgyz Republic:

1. After the decision to initiate a criminal case is made, the investigator may accept the case for their investigation and either begin the investigation or transfer the case to the prosecutor for further guidance based on jurisdiction.
2. The prosecutor may direct the case to the investigator for the investigation to proceed. 

Thus, the prosecutor's involvement is contingent on the actions taken by the investigator following the initiation of the case.",RELEVANT,"The generated answer accurately explains how a prosecutor can be involved after the initiation of a criminal case, citing the relevant procedures from Article 157 of the Criminal Procedure Code of the Kyrgyz Republic, which aligns with the question asked."
69d05552-26e6-437c-8764-9a16e9a192ca,What are the options available to a prosecutor once a decision to initiate a criminal case is made?,promt_template_1,"After the decision to initiate a criminal case, the prosecutor has the following options according to Article 157 of the Criminal Procedure Code of the Kyrgyz Republic:

1. The investigator takes the case for their own production and begins the investigation, issuing a decree or transferring the case to the prosecutor for direction based on jurisdiction or territoriality.
2. The prosecutor sends the case to the investigator for further investigation.",RELEVANT,"The generated answer directly addresses the question by outlining the available options for the prosecutor after the decision to initiate a criminal case, and it incorporates factual information from the Ground_truth, specifically referencing Article 157 of the Criminal Procedure Code."
78975747-bd1b-4b7f-9f82-f85a8218f61d,What constitutes a contract according to the law?,promt_template_1,"According to the Civil Code of the Kyrgyz Republic, specifically Article 394, a contract is recognized as concluded at the moment the person who sent the offer receives its acceptance. If the law requires property transfer for the contract to be concluded, the contract is considered concluded upon the transfer of the relevant property. For contracts that require notarization or state registration, the contract is deemed concluded at the moment of notarization or registration.",PARTLY_RELEVANT,"The generated answer discusses the conditions for concluding a contract according to Article 394 of the Civil Code, which is related to contracts but does not directly address the definition of a contract as outlined in the ground truth provided in Article 381. Therefore, it is relevant to the topic but does not fully align with the specific inquiry regarding the nature of a contract."
78975747-bd1b-4b7f-9f82-f85a8218f61d,How are obligations arising from contracts treated within the legal framework?,promt_template_1,"The obligations arising from contracts are interpreted within the framework of the Civil Code of the Kyrgyz Republic. According to Article 319 of the Civil Code, the performance of an obligation can be secured through various means, including a pledge, which serves as a guarantee for the fulfillment of the obligation. It states that the invalidity of an agreement securing an obligation does not lead to the invalidity of the main obligation itself. Additionally, Article 301 specifies that a creditor may not accept partial performance of an obligation unless otherwise provided by law, the terms of the obligation, or customary practices. Thus, obligations resulting from contracts are closely regulated by the provisions set forth in the Civil Code.",PARTLY_RELEVANT,"The generated answer addresses the obligations arising from contracts and mentions the Civil Code, but it does not specifically reference the relevant article (Article 381) or provide the definitions and frameworks that the ground truth notes. While it relates to the topic, it lacks direct facts from the ground truth."
78975747-bd1b-4b7f-9f82-f85a8218f61d,Are there specific provisions for multilateral agreements in relation to standard contract regulations?,promt_template_1,"There are no specific provisions for multilateral agreements in relation to standard contractual terms stated in the context provided. The Civil Code of the Kyrgyz Republic, Article 387, addresses the concept of adhesion contracts, which applies to agreements where one party sets the terms, allowing the other party to accept them as a whole. However, this does not extend to outlining specific regulations for multilateral agreements.",PARTLY_RELEVANT,"The generated answer addresses the lack of specific provisions for multilateral agreements in relation to standard contractual terms, which relates to the question. However, it incorrectly references Article 387 regarding adhesion contracts, which is not mentioned in the Ground_truth and does not provide relevant information on multilateral agreements as detailed in Article 381."
075d8fa3-ff2a-4e78-87ad-c5399de2e5d5,What rights does a creditor have if the borrower fails to fulfill their obligation secured by collateral?,promt_template_1,"If the borrower fails to fulfill their obligations secured by collateral, the creditor has the right, according to Article 324 of the Civil Code of the Kyrgyz Republic, to obtain satisfaction from the value of the pledged property preferentially over other creditors of the pledgor, subject to exceptions established by law. Additionally, the creditor may sell the pledged property to recover the debt if the borrower is unable to meet their repayment obligations, as stated in Article 73847 of the Civil Code of the Kyrgyz Republic.",PARTLY_RELEVANT,"The generated answer correctly references Article 324 regarding the creditor's rights in case of borrower default and mentions obtaining satisfaction from the pledged property. However, it introduces an irrelevant reference to Article 73847, which is not in the ground truth and may confuse the main context."
075d8fa3-ff2a-4e78-87ad-c5399de2e5d5,How can a pledge be established according to the law in Kyrgyz Republic?,promt_template_1,"According to the Civil Code of the Kyrgyz Republic, Article 325, a pledge can be established with any property, including things and rights, except for property excluded from civil circulation, rights of a personal nature, and property that cannot be seized according to the law. The pledge can take the form of: a pledge with the transfer of the pledged item to the pledgee; a pledge with the pledged item remaining with the pledgor; or the pledge of rights.",PARTLY_RELEVANT,"The generated answer discusses the establishment of a pledge according to the Civil Code of the Kyrgyz Republic, but it refers to Article 325 rather than the relevant Article 324 mentioned in the ground truth. While it provides information about types of pledges and conditions, it does not directly address how a pledge is established according to the law in the context of the ground truth."
075d8fa3-ff2a-4e78-87ad-c5399de2e5d5,What happens if the collateral is damaged or lost regarding the insurance compensation?,promt_template_1,"If the collateral is damaged or lost due to an insurance indemnity, the pledgor bears the risk of accidental death or damage to the pledged property unless otherwise specified in the pledge agreement, as stated in Article 331 of the Civil Code of the Kyrgyz Republic. The pledge holder is responsible for full or partial loss or damage of the pledged item unless they prove that they can be exempted from liability according to Article 356. If the collateral is so damaged that it cannot be used for its intended purpose, the pledgor has the right to refuse it and demand compensation for its loss. Furthermore, if there is any loss or damage to the collateral, the pledgor, as the debtor of the secured obligation, may offset their claim against the pledge holder for compensation due to the loss or damage against the obligation secured by the collateral.",PARTLY_RELEVANT,"The generated answer discusses responsibilities related to damage or loss of collateral and mentions the pledgor's rights, but it does not specifically address the situation of insurance indemnity as described in the Ground_truth. Additionally, it references other articles that are not included in the Ground_truth, which could create confusion."
a565d9b9-ff27-4ce0-b759-0bca1e11aee9,How is the distribution of profits and losses determined among the participants of a full partnership?,promt_template_1,"The distribution of profits and losses among the participants of a general partnership is determined by Article 113 of the Civil Code of the Kyrgyz Republic. According to this article, profits and losses are distributed among the participants in proportion to their shares in the authorized capital, unless otherwise stipulated in the founding agreement or other agreements among the participants. It is also stated that no agreement may excuse any participant from sharing in the profits or losses.",RELEVANT,"The generated answer directly addresses the question about the distribution of profits and losses in a general partnership by citing Article 113 and accurately summarizing its content, which aligns with the details provided in the ground truth."
a565d9b9-ff27-4ce0-b759-0bca1e11aee9,What happens to the distribution of profit if the partnership incurs losses that reduce its net assets below the authorized capital?,promt_template_1,"If a partnership incurs losses that result in its net assets being less than its authorized capital, the profit earned by the partnership is not distributed among the participants until the net asset value exceeds the authorized capital. This is stipulated in Article 113 of the Civil Code of the Kyrgyz Republic.",RELEVANT,"The generated answer accurately reflects the content of the ground truth regarding the distribution of profit in a partnership when it incurs losses that affect its net assets, directly addressing the question asked."
a565d9b9-ff27-4ce0-b759-0bca1e11aee9,Is it permissible for a full partnership to agree that one participant will not share in either the profits or losses?,promt_template_1,"It is not permissible for a general partnership to agree that one of the participants will not participate in either profits or losses. This is explicitly stated in Article 113 of the Civil Code of the Kyrgyz Republic, which states that profits and losses of a general partnership must be distributed among its participants in proportion to their shares in the charter capital, and that an agreement to exclude any participant from participating in profits or losses is not allowed.",RELEVANT,"The generated answer directly addresses the question by stating that it is not permissible for a general partnership to exclude a participant from profits and losses, which aligns perfectly with the information provided in the Ground_truth (Article 113)."
ba4d1ab0-991e-463a-8984-ed4aa38e62b8,What conditions must be met for foreign court decisions to be recognized and enforced in Kyrgyz Republic?,promt_template_1,"To recognize and enforce foreign court decisions in the Kyrgyz Republic, the following conditions must be met according to Article 428 of the Civil Procedure Code of the Kyrgyz Republic: 

1. The decision must be recognized and enforced if provided for by laws or international treaties that the Kyrgyz Republic is a party to, or based on the principle of reciprocity.
2. Foreign court decisions not requiring enforcement can be recognized without further proceedings unless objections are raised by the interested party within one month after they become aware of the decision.
3. An enforcement order must be obtained from the court that recognizes the foreign decision, as per the process outlined in Article 434, and the decision may be enforced within three years from the date it became legally binding. 

These articles specify the legal framework and conditions under which foreign court decisions can be recognized and enforced in Kyrgyzstan.",RELEVANT,"The generated answer directly addresses the question by outlining the conditions for recognizing and enforcing foreign court decisions in the Kyrgyz Republic as provided in Article 428. It also includes additional details that are relevant to the process, which enhances its relevance without diverging from the core content of the ground truth."
ba4d1ab0-991e-463a-8984-ed4aa38e62b8,Is there any requirement regarding international treaties for the enforcement of foreign court decisions?,promt_template_1,"Yes, there are certain requirements regarding international treaties for the enforcement of foreign court decisions. According to Article 428 of the Civil Procedure Code of the Kyrgyz Republic, foreign court decisions, including those regarding the approval of amicable agreements, are recognized and enforced in Kyrgyzstan if this is provided for by laws or international treaties that have entered into force, which Kyrgyzstan is a party to, or on the basis of reciprocity.",RELEVANT,"The generated answer directly addresses the requirements for the enforcement of foreign court decisions as it relates to international treaties, citing Article 428 of the Civil Procedure Code of the Kyrgyz Republic, and includes relevant facts from the ground truth."
ba4d1ab0-991e-463a-8984-ed4aa38e62b8,Can foreign court decisions be executed based on principles of reciprocity in Kyrgyz Republic?,promt_template_1,"Decisions of foreign courts can be enforced in the Kyrgyz Republic based on the principle of reciprocity, as indicated in the Civil Procedural Code of the Kyrgyz Republic, Article 428.",RELEVANT,"The generated answer directly addresses the question by confirming that decisions of foreign courts can be enforced in the Kyrgyz Republic based on the principle of reciprocity, which is explicitly mentioned in the ground truth (Article 428)."
f5cedce1-d149-4577-a83f-17aca92c9c86,How is the annual paid leave schedule determined and when must it be approved by the employer?,promt_template_1,The schedule for annual paid vacations is determined annually according to a vacation schedule approved by the employer no later than two weeks before the start of the calendar year. This schedule is mandatory for both the employer and the employee. The information is based on Article 128 of the Labor Code of the Kyrgyz Republic.,RELEVANT,"The generated answer directly addresses the question about how the schedule for annual paid vacations is determined and specifies that it must be approved by the employer no later than two weeks before the start of the calendar year, which aligns with the details provided in the ground truth."
f5cedce1-d149-4577-a83f-17aca92c9c86,What is the timeframe for notifying an employee about the start of their vacation?,promt_template_1,"An employee must be notified of the start of their vacation no later than 2 weeks before the vacation begins, according to Article 128 of the Labor Code of the Kyrgyz Republic.",RELEVANT,"The generated answer accurately reflects the information from the ground truth, stating that an employee must be notified at least 2 weeks before the start of their vacation, which directly answers the question."
f5cedce1-d149-4577-a83f-17aca92c9c86,When should the payment for the vacation be made to the employee prior to their leave?,promt_template_1,"Payment for vacation must be made to the employee no later than three days before the start of the vacation, as stated in Article 128 of the Labor Code of the Kyrgyz Republic.",RELEVANT,"The generated answer directly addresses the question about when payment for vacation should be made to the employee, and it accurately reflects the information provided in the Ground_truth regarding the requirement to make the payment no later than three days before the start of the vacation."
83bdcae0-4be5-422f-bd86-9591ab1a765d,Under what circumstances can a convicted individual be released from punishment according to the law?,promt_template_1,"According to the Criminal Code of the Kyrgyz Republic, an inmate may be released from punishment under the following circumstances:

1) If they have been sentenced to imprisonment for a crime committed under the age of eighteen, they may be conditionally released under specific conditions outlined in paragraph 2, paragraph 4 of Article 88 and Article 90 of the same Code.
2) If they have served a minimum amount of their sentence:
   - At least one-fourth of the sentence for a less serious crime;
   - At least one-third of the sentence for a serious crime;
   - At least half of the sentence for a particularly serious crime.
3) If the individual is no longer subject to punishment due to any lawful ground, such as expiration of the statute of limitations or having been justified or acquitted in an earlier case.

This information can be found in the Criminal Code of the Kyrgyz Republic, Article 112, and related articles.",PARTLY_RELEVANT,"The generated answer discusses circumstances under which an inmate may be released from punishment, but it does not directly reference the specific provisions mentioned in the Ground_truth regarding grounds for release from punishment or its mitigation according to the Criminal Code of Kyrgyz Republic, such as amnesty or other provisions. Therefore, while there is some relevance, it does not fully align with the details provided in the Ground_truth."
83bdcae0-4be5-422f-bd86-9591ab1a765d,"Is there a possibility for a convicted person to have their sentence reduced, and if so, how?",promt_template_1,"Yes, the convicted individual can reduce their sentence under certain circumstances. According to Article 91 of the Criminal Code of the Kyrgyz Republic, a person sentenced to imprisonment who falls ill with a serious and incapacitating illness after the verdict may be released from further serving their sentence based on a medical commission's conclusion. The court considers the severity of the committed crime, the individual's character, the nature of the illness, and the actual time served in their decision. Additionally, there are provisions for releasing individuals suffering from severe incurable diseases, as noted in Article 434 of the Criminal Procedure Code.",PARTLY_RELEVANT,"The generated answer addresses the possibility of reducing a sentence, which aligns with the question. However, it discusses specific conditions under which a convicted individual can be released based on health issues, which are not mentioned in the Ground_truth. The Ground_truth focuses on court-provided avenues for reducing sentences through amnesty or other legal provisions, while the generated answer does not reference those specific articles."
83bdcae0-4be5-422f-bd86-9591ab1a765d,"Can an individual be released from punishment based on an amnesty law, and what does this entail?",promt_template_1,"Yes, a person can be released from punishment based on the law of amnesty. This is articulated in Article 93 of the Criminal Code of the Kyrgyz Republic, which states that individuals who have committed crimes may be released from criminal responsibility, and those convicted can be freed from punishment, have their punishment reduced, or have it replaced with a lighter form of punishment. This implies that an act of amnesty can lead to significant changes in the legal status of those affected.",RELEVANT,"The generated answer correctly addresses the question about the possibility of release from punishment based on the law of amnesty and includes relevant facts from the ground truth, specifically that release can occur under the law of amnesty."
0a9439b5-4a65-4706-85fe-022a4560d25e,What participants are involved in the examination of a location or premises during a court proceeding?,promt_template_1,"In the context of judicial proceedings in Kyrgyzstan, the participants involved in the examination of premises or locations include the court, the parties to the case, and if necessary, witnesses, experts, and specialists, as stipulated in Article 335 of the Criminal Procedure Code of the Kyrgyz Republic. The court conducts the examination with the involvement of these participants and may ask questions related to the inspection.",RELEVANT,"The generated answer directly addresses the question by identifying the participants involved in the examination of premises during judicial proceedings and includes specific details from the ground truth regarding the roles of the court, parties, witnesses, experts, and specialists as stated in Article 335."
0a9439b5-4a65-4706-85fe-022a4560d25e,How does the judge announce the continuation of the court session at the examination site?,promt_template_1,"The presiding judge announces the continuation of the court session at the site of the inspection, according to Article 335 of the Criminal Procedure Code of the Kyrgyz Republic. Upon arrival at the inspection site, the presiding judge declares the continuation of the court session, and the court begins the inspection.",RELEVANT,"The generated answer directly addresses the question about how the judge announces the continuation of the court session at the site of the inspection, accurately reflecting the information provided in the Ground_truth about the procedure outlined in Article 335."
0a9439b5-4a65-4706-85fe-022a4560d25e,What documentation is created to record the findings from the examination conducted during the court session?,promt_template_1,"The documentation prepared to record the results of the expertise conducted during the court session is the protocol of the court session. This is stated in Article 294 of the Criminal Procedure Code of the Kyrgyz Republic, which mandates the secretary of the court session to maintain the protocol, accurately reflecting the actions and decisions made during the court proceedings.",PARTLY_RELEVANT,"The generated answer correctly identifies that the results of the expertise conducted during the court session are recorded in the protocol of the court session. However, it references Article 294 of the Criminal Procedure Code, which is not part of the provided ground truth. The ground truth specifies that 'the results of the examination are reflected in the protocol of the court session,' but does not mention Article 294 or the secretary's role."
cac59528-2eab-418e-88be-c3c5eb5ffdd2,What are the penalties for handing over goods under customs control without permission from the customs authority?,promt_template_1,"The penalties for transferring goods under customs control without the permission of the customs authority are outlined in Article 359 of the Code of Offenses of the Kyrgyz Republic. Such an act results in a fine of 10 calculation indicators for individuals and 50 calculation indicators for legal entities. Additionally, if the goods or vehicles under customs control are lost or not delivered as required, the penalties can increase to 30 calculation indicators for individuals and 130 for legal entities.",RELEVANT,"The generated answer accurately reflects the penalties for transferring goods under customs control without permission, as stated in Article 359 of the Ground_truth, including specific fines for both individuals and legal entities."
cac59528-2eab-418e-88be-c3c5eb5ffdd2,How much is the fine for failing to provide customs documents for goods in customs control?,promt_template_1,"The fine for failing to provide customs documents for goods during customs control is 10 calculation indicators for individuals and 50 calculation indicators for legal entities, according to Article 378 of the Code of Offenses of the Kyrgyz Republic.",NON_RELEVANT,"The generated answer cites the wrong article (Article 378 instead of Article 359) and incorrectly states the fine amounts for the failure to provide customs documents, which is not relevant to the question asked."
cac59528-2eab-418e-88be-c3c5eb5ffdd2,What are the consequences of not delivering goods to the specified customs delivery location?,promt_template_1,"The consequences of non-delivery of goods to the specified customs delivery point are not explicitly addressed in the provided context. However, Article 262 of the Tax Code of the Kyrgyz Republic specifies that the place of delivery of goods is where the supplier handed over the goods or the location of the goods at the start of transportation. If the goods are not delivered to this point, it could imply a breach of the delivery obligations outlined in the Civil Code of the Kyrgyz Republic. 

In the event of a breach of contract regarding delivery, as per Article 429 of the Civil Code, the buyer may either demand the missing quantity of goods, or refuse the delivered goods and request a refund if the goods have been paid for. Thus, the buyer may seek remedies related to the non-delivery based on the statutory provisions of the Civil Code unless otherwise stated in the sales contract.",PARTLY_RELEVANT,"The generated answer discusses potential consequences of non-delivery of goods, but it primarily focuses on general contract law and the Civil Code rather than specifically addressing the customs-related penalties outlined in the Ground_truth, which include specific fines for non-delivery to customs delivery points."
faae9738-1380-49d7-8ca8-d46d11374b91,Under what circumstances can the court suspend proceedings based on a party's military service in the Armed Forces of Kyrgyz Republic?,promt_template_1,"The court may suspend proceedings in a case under Article 216 of the Civil Procedure Code of the Kyrgyz Republic when a party is serving in the Armed Forces, other military units, or military formations of the Kyrgyz Republic, or is involved in performing a state duty.",RELEVANT,"The generated answer directly addresses the question regarding the circumstances under which the court may suspend proceedings based on a party's military service, accurately reflecting the facts from the ground truth provided in Article 216."
faae9738-1380-49d7-8ca8-d46d11374b91,What conditions related to a party's health could lead to the suspension of court proceedings?,promt_template_1,"Health-related conditions that can lead to the suspension of judicial proceedings include the following: if a participant in the proceedings is unable to appear due to illness that prevents them from attending, this is recognized as a valid reason for non-appearance according to Article 119 of the Criminal Procedure Code of the Kyrgyz Republic. Additionally, individuals who are ill and cannot or should not leave their place of residence due to their health condition are exempt from being summoned, as mentioned in the same article.",PARTLY_RELEVANT,"The generated answer addresses health-related conditions that can lead to the suspension of judicial proceedings, aligning with the question. However, it cites Article 119 of the Criminal Procedure Code instead of the relevant Article 216, which is mentioned in the ground truth. Thus, while it is related to the topic, it does not fully match the specifics provided in the ground truth."
faae9738-1380-49d7-8ca8-d46d11374b91,How does the court handle situations where there is uncertainty regarding the constitutionality of a law applicable to a case?,promt_template_1,"The court addresses situations where there is uncertainty regarding the constitutionality of the law applicable to a particular case by suspending the proceedings. According to Article 286 of the Criminal Procedure Code of the Kyrgyz Republic, the judge suspends the proceedings when there is a request to the Constitutional Court to check the constitutionality of the law applied or to be applied in that criminal case.",PARTLY_RELEVANT,"The generated answer correctly identifies that the court can suspend proceedings when there is uncertainty regarding the constitutionality of a law. However, it references Article 286 of the Criminal Procedure Code, which is not provided in the ground truth, and it does not include specific details from the relevant Article 216 regarding how the court should act in these situations."
