id,question,law_name,article,new_id
74688912-792b-4de9-966a-ee2c76d91006,What happens if the borrower loses the collateral or its condition worsens due to circumstances beyond the lender's control?,Гражданский Кодекс КР Часть II,"Статья 730. Обеспечение исполнения обязательств заемщика
 
При невыполнении заемщиком предусмотренных договором займа обязанностей по обеспечению возврата суммы займа, а также при утрате обеспечения или ухудшении его условий по обстоятельствам, за которые займодавец не отвечает, займодавец вправе потребовать от заемщика досрочного возврата суммы займа и уплаты причитающихся процентов, если иное не предусмотрено договором.
 ",3fdb1a03-dc6d-4c48-9d66-aa632b173948
74688912-792b-4de9-966a-ee2c76d91006,Are there any exceptions to the lender's right to demand early repayment and interest if specified in the loan agreement?,Гражданский Кодекс КР Часть II,"Статья 730. Обеспечение исполнения обязательств заемщика
 
При невыполнении заемщиком предусмотренных договором займа обязанностей по обеспечению возврата суммы займа, а также при утрате обеспечения или ухудшении его условий по обстоятельствам, за которые займодавец не отвечает, займодавец вправе потребовать от заемщика досрочного возврата суммы займа и уплаты причитающихся процентов, если иное не предусмотрено договором.
 ",3fdb1a03-dc6d-4c48-9d66-aa632b173948
b7a4de9e-8f89-4cee-9097-c54fe85dd4aa,What is the initial step a investigator takes after a criminal case is officially opened?,Уголовно-процессуальный кодекс Кыргызской Республики,"Статья 157. Направление дела после его возбуждения
 
1. После вынесения постановления о возбуждении уголовного дела:
1) следователь принимает дело к своему производству и приступает к расследованию, о чем выносит постановление либо передает дело прокурору для направления дела по подследственности или территориальности;
2) прокурор направляет дело следователю для производства следствия.
 
Глава 21. Общие условия производства следствия
 ",69d05552-26e6-437c-8764-9a16e9a192ca
b7a4de9e-8f89-4cee-9097-c54fe85dd4aa,How can a prosecutor be involved after the initiation of a criminal case?,Уголовно-процессуальный кодекс Кыргызской Республики,"Статья 157. Направление дела после его возбуждения
 
1. После вынесения постановления о возбуждении уголовного дела:
1) следователь принимает дело к своему производству и приступает к расследованию, о чем выносит постановление либо передает дело прокурору для направления дела по подследственности или территориальности;
2) прокурор направляет дело следователю для производства следствия.
 
Глава 21. Общие условия производства следствия
 ",69d05552-26e6-437c-8764-9a16e9a192ca
b7a4de9e-8f89-4cee-9097-c54fe85dd4aa,What are the options available to a prosecutor once a decision to initiate a criminal case is made?,Уголовно-процессуальный кодекс Кыргызской Республики,"Статья 157. Направление дела после его возбуждения
 
1. После вынесения постановления о возбуждении уголовного дела:
1) следователь принимает дело к своему производству и приступает к расследованию, о чем выносит постановление либо передает дело прокурору для направления дела по подследственности или территориальности;
2) прокурор направляет дело следователю для производства следствия.
 
Глава 21. Общие условия производства следствия
 ",69d05552-26e6-437c-8764-9a16e9a192ca
1fd5a716-44e5-420a-9121-eb5db528858e,What constitutes a contract according to the law?,Гражданский Кодекс КР Часть I,"Статья 381. Понятие договора
 
1. Договором признается соглашение двух или нескольких лиц об установлении, изменении или прекращении гражданских прав и обязанностей.
2. К обязательствам, возникшим из договора, применяются общие положения об обязательствах, поскольку иное не предусмотрено правилами настоящей главы и правилами об отдельных видах договоров, содержащимися в настоящем Кодексе.
3. К договорам, заключаемым более чем двумя сторонами (многосторонние договоры), общие положения о договоре применяются, если это не противоречит многостороннему характеру таких договоров.
 ",78975747-bd1b-4b7f-9f82-f85a8218f61d
1fd5a716-44e5-420a-9121-eb5db528858e,How are obligations arising from contracts treated within the legal framework?,Гражданский Кодекс КР Часть I,"Статья 381. Понятие договора
 
1. Договором признается соглашение двух или нескольких лиц об установлении, изменении или прекращении гражданских прав и обязанностей.
2. К обязательствам, возникшим из договора, применяются общие положения об обязательствах, поскольку иное не предусмотрено правилами настоящей главы и правилами об отдельных видах договоров, содержащимися в настоящем Кодексе.
3. К договорам, заключаемым более чем двумя сторонами (многосторонние договоры), общие положения о договоре применяются, если это не противоречит многостороннему характеру таких договоров.
 ",78975747-bd1b-4b7f-9f82-f85a8218f61d
1fd5a716-44e5-420a-9121-eb5db528858e,Are there specific provisions for multilateral agreements in relation to standard contract regulations?,Гражданский Кодекс КР Часть I,"Статья 381. Понятие договора
 
1. Договором признается соглашение двух или нескольких лиц об установлении, изменении или прекращении гражданских прав и обязанностей.
2. К обязательствам, возникшим из договора, применяются общие положения об обязательствах, поскольку иное не предусмотрено правилами настоящей главы и правилами об отдельных видах договоров, содержащимися в настоящем Кодексе.
3. К договорам, заключаемым более чем двумя сторонами (многосторонние договоры), общие положения о договоре применяются, если это не противоречит многостороннему характеру таких договоров.
 ",78975747-bd1b-4b7f-9f82-f85a8218f61d
dc43e12f-20a1-40e0-95df-5b7f41c56083,What rights does a creditor have if the borrower fails to fulfill their obligation secured by collateral?,Гражданский Кодекс КР Часть I,"Статья 324. Понятие и основания возникновения залога
 
1. В силу залога кредитор по обеспеченному залогом обязательству (залогодержатель) имеет право, в случае неисполнения, ненадлежащего исполнения должником этого обязательства, получить удовлетворение из стоимости заложенного имущества преимущественно перед другими кредиторами лица, которому принадлежит это имущество (залогодателя), за изъятиями, установленными законом.
Залогодержатель имеет право получить на тех же началах удовлетворение из страхового возмещения за утрату или повреждение заложенного имущества, независимо от того, в чью пользу оно застраховано, если только утрата или повреждение не произошли по причинам, за которые залогодержатель отвечает.
2. Залог возникает в силу договора или на основании закона.
Правила настоящего Кодекса о залоге, возникающем в силу договора, соответственно применяются к залогу, возникающему на основании закона. Правоотношения, касающиеся залога, не отрегулированные настоящим Кодексом, регулируются законодательством о залоге, а также земельным законодательством.
3. (Утратил силу в соответствии с Законом КР от 15 июля 2016 года № 117)
(В редакции Законов КР от 21 июля 1999 года № 83, 28 февраля 2007 года № 28, 15 июля 2016 года № 117) 
 ",075d8fa3-ff2a-4e78-87ad-c5399de2e5d5
dc43e12f-20a1-40e0-95df-5b7f41c56083,How can a pledge be established according to the law in Kyrgyz Republic?,Гражданский Кодекс КР Часть I,"Статья 324. Понятие и основания возникновения залога
 
1. В силу залога кредитор по обеспеченному залогом обязательству (залогодержатель) имеет право, в случае неисполнения, ненадлежащего исполнения должником этого обязательства, получить удовлетворение из стоимости заложенного имущества преимущественно перед другими кредиторами лица, которому принадлежит это имущество (залогодателя), за изъятиями, установленными законом.
Залогодержатель имеет право получить на тех же началах удовлетворение из страхового возмещения за утрату или повреждение заложенного имущества, независимо от того, в чью пользу оно застраховано, если только утрата или повреждение не произошли по причинам, за которые залогодержатель отвечает.
2. Залог возникает в силу договора или на основании закона.
Правила настоящего Кодекса о залоге, возникающем в силу договора, соответственно применяются к залогу, возникающему на основании закона. Правоотношения, касающиеся залога, не отрегулированные настоящим Кодексом, регулируются законодательством о залоге, а также земельным законодательством.
3. (Утратил силу в соответствии с Законом КР от 15 июля 2016 года № 117)
(В редакции Законов КР от 21 июля 1999 года № 83, 28 февраля 2007 года № 28, 15 июля 2016 года № 117) 
 ",075d8fa3-ff2a-4e78-87ad-c5399de2e5d5
dc43e12f-20a1-40e0-95df-5b7f41c56083,What happens if the collateral is damaged or lost regarding the insurance compensation?,Гражданский Кодекс КР Часть I,"Статья 324. Понятие и основания возникновения залога
 
1. В силу залога кредитор по обеспеченному залогом обязательству (залогодержатель) имеет право, в случае неисполнения, ненадлежащего исполнения должником этого обязательства, получить удовлетворение из стоимости заложенного имущества преимущественно перед другими кредиторами лица, которому принадлежит это имущество (залогодателя), за изъятиями, установленными законом.
Залогодержатель имеет право получить на тех же началах удовлетворение из страхового возмещения за утрату или повреждение заложенного имущества, независимо от того, в чью пользу оно застраховано, если только утрата или повреждение не произошли по причинам, за которые залогодержатель отвечает.
2. Залог возникает в силу договора или на основании закона.
Правила настоящего Кодекса о залоге, возникающем в силу договора, соответственно применяются к залогу, возникающему на основании закона. Правоотношения, касающиеся залога, не отрегулированные настоящим Кодексом, регулируются законодательством о залоге, а также земельным законодательством.
3. (Утратил силу в соответствии с Законом КР от 15 июля 2016 года № 117)
(В редакции Законов КР от 21 июля 1999 года № 83, 28 февраля 2007 года № 28, 15 июля 2016 года № 117) 
 ",075d8fa3-ff2a-4e78-87ad-c5399de2e5d5
7cd39151-4264-4a06-ba88-3c1087a18a24,How is the distribution of profits and losses determined among the participants of a full partnership?,Гражданский Кодекс КР Часть I,"Статья 113. Распределение прибыли и убытков полного товарищества
 
1. Прибыль и убытки полного товарищества распределяются между его участниками пропорционально их долям в уставном капитале, если иное не предусмотрено учредительным договором или иным соглашением участников. Не допускается соглашение об устранении кого-либо из участников товарищества от участия в прибыли или в убытках.
2. Если вследствие понесенных товариществом убытков стоимость его чистых активов станет меньше размера его уставного капитала, полученная товариществом прибыль не распределяется между участниками до тех пор, пока стоимость чистых активов не превысит размер уставного капитала.
 ",a565d9b9-ff27-4ce0-b759-0bca1e11aee9
7cd39151-4264-4a06-ba88-3c1087a18a24,What happens to the distribution of profit if the partnership incurs losses that reduce its net assets below the authorized capital?,Гражданский Кодекс КР Часть I,"Статья 113. Распределение прибыли и убытков полного товарищества
 
1. Прибыль и убытки полного товарищества распределяются между его участниками пропорционально их долям в уставном капитале, если иное не предусмотрено учредительным договором или иным соглашением участников. Не допускается соглашение об устранении кого-либо из участников товарищества от участия в прибыли или в убытках.
2. Если вследствие понесенных товариществом убытков стоимость его чистых активов станет меньше размера его уставного капитала, полученная товариществом прибыль не распределяется между участниками до тех пор, пока стоимость чистых активов не превысит размер уставного капитала.
 ",a565d9b9-ff27-4ce0-b759-0bca1e11aee9
7cd39151-4264-4a06-ba88-3c1087a18a24,Is it permissible for a full partnership to agree that one participant will not share in either the profits or losses?,Гражданский Кодекс КР Часть I,"Статья 113. Распределение прибыли и убытков полного товарищества
 
1. Прибыль и убытки полного товарищества распределяются между его участниками пропорционально их долям в уставном капитале, если иное не предусмотрено учредительным договором или иным соглашением участников. Не допускается соглашение об устранении кого-либо из участников товарищества от участия в прибыли или в убытках.
2. Если вследствие понесенных товариществом убытков стоимость его чистых активов станет меньше размера его уставного капитала, полученная товариществом прибыль не распределяется между участниками до тех пор, пока стоимость чистых активов не превысит размер уставного капитала.
 ",a565d9b9-ff27-4ce0-b759-0bca1e11aee9
c016f503-cae2-40cd-9688-d64dc51b2730,What conditions must be met for foreign court decisions to be recognized and enforced in Kyrgyz Republic?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 428. Признание и приведение в исполнение решений иностранных судов
Решения иностранных судов, в том числе решения об утверждении мировых соглашений, признаются и приводятся в исполнение в Кыргызской Республике, если это предусмотрено законами или вступившими в установленном законом порядке в силу международными договорами, участницей которых является Кыргызская Республика, либо на началах взаимности.",ba4d1ab0-991e-463a-8984-ed4aa38e62b8
c016f503-cae2-40cd-9688-d64dc51b2730,Is there any requirement regarding international treaties for the enforcement of foreign court decisions?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 428. Признание и приведение в исполнение решений иностранных судов
Решения иностранных судов, в том числе решения об утверждении мировых соглашений, признаются и приводятся в исполнение в Кыргызской Республике, если это предусмотрено законами или вступившими в установленном законом порядке в силу международными договорами, участницей которых является Кыргызская Республика, либо на началах взаимности.",ba4d1ab0-991e-463a-8984-ed4aa38e62b8
c016f503-cae2-40cd-9688-d64dc51b2730,Can foreign court decisions be executed based on principles of reciprocity in Kyrgyz Republic?,Гражданский процессуальный кодекс Кыргызской Республики,"Статья 428. Признание и приведение в исполнение решений иностранных судов
Решения иностранных судов, в том числе решения об утверждении мировых соглашений, признаются и приводятся в исполнение в Кыргызской Республике, если это предусмотрено законами или вступившими в установленном законом порядке в силу международными договорами, участницей которых является Кыргызская Республика, либо на началах взаимности.",ba4d1ab0-991e-463a-8984-ed4aa38e62b8
a5cce500-7bf1-4fd8-82eb-211329d1d1de,How is the annual paid leave schedule determined and when must it be approved by the employer?,Трудовой кодекс КР,"Статья 128. Очередность предоставления ежегодных оплачиваемых отпусков
Очередность предоставления оплачиваемых отпусков определяется ежегодно в соответствии с графиком отпусков, утверждаемым работодателем не позднее чем за 2 недели до наступления календарного года. График отпусков обязателен как для работодателя, так и для работника.
О времени начала отпуска работник должен быть извещен не позднее чем за 2 недели до его начала. Оплата отпуска работнику должна быть произведена не позднее чем за 3 дня до его начала.
Отдельным категориям работников в случаях, предусмотренных настоящим Кодексом, иными законами, ежегодный оплачиваемый отпуск предоставляется по их желанию в удобное для них время.",f5cedce1-d149-4577-a83f-17aca92c9c86
a5cce500-7bf1-4fd8-82eb-211329d1d1de,What is the timeframe for notifying an employee about the start of their vacation?,Трудовой кодекс КР,"Статья 128. Очередность предоставления ежегодных оплачиваемых отпусков
Очередность предоставления оплачиваемых отпусков определяется ежегодно в соответствии с графиком отпусков, утверждаемым работодателем не позднее чем за 2 недели до наступления календарного года. График отпусков обязателен как для работодателя, так и для работника.
О времени начала отпуска работник должен быть извещен не позднее чем за 2 недели до его начала. Оплата отпуска работнику должна быть произведена не позднее чем за 3 дня до его начала.
Отдельным категориям работников в случаях, предусмотренных настоящим Кодексом, иными законами, ежегодный оплачиваемый отпуск предоставляется по их желанию в удобное для них время.",f5cedce1-d149-4577-a83f-17aca92c9c86
a5cce500-7bf1-4fd8-82eb-211329d1d1de,When should the payment for the vacation be made to the employee prior to their leave?,Трудовой кодекс КР,"Статья 128. Очередность предоставления ежегодных оплачиваемых отпусков
Очередность предоставления оплачиваемых отпусков определяется ежегодно в соответствии с графиком отпусков, утверждаемым работодателем не позднее чем за 2 недели до наступления календарного года. График отпусков обязателен как для работодателя, так и для работника.
О времени начала отпуска работник должен быть извещен не позднее чем за 2 недели до его начала. Оплата отпуска работнику должна быть произведена не позднее чем за 3 дня до его начала.
Отдельным категориям работников в случаях, предусмотренных настоящим Кодексом, иными законами, ежегодный оплачиваемый отпуск предоставляется по их желанию в удобное для них время.",f5cedce1-d149-4577-a83f-17aca92c9c86
1ac33ab1-961a-49ee-a5c1-7299caaf6d43,Under what circumstances can a convicted individual be released from punishment according to the law?,Уголовный кодекс Кыргызской Республики,"Статья 85. Основания освобождения от наказания и его отбывания, смягчения наказания
1. Освобождение осужденного от наказания или дальнейшего его отбывания, а также смягчение назначенного наказания, кроме смягчения наказания или замены его более мягким на основании акта о помиловании, применяется судом только в случаях, предусмотренных настоящим Кодексом.
2. Освобождение от наказания или дальнейшего его отбывания может осуществляться на основании закона об амнистии.
 ",83bdcae0-4be5-422f-bd86-9591ab1a765d
1ac33ab1-961a-49ee-a5c1-7299caaf6d43,"Is there a possibility for a convicted person to have their sentence reduced, and if so, how?",Уголовный кодекс Кыргызской Республики,"Статья 85. Основания освобождения от наказания и его отбывания, смягчения наказания
1. Освобождение осужденного от наказания или дальнейшего его отбывания, а также смягчение назначенного наказания, кроме смягчения наказания или замены его более мягким на основании акта о помиловании, применяется судом только в случаях, предусмотренных настоящим Кодексом.
2. Освобождение от наказания или дальнейшего его отбывания может осуществляться на основании закона об амнистии.
 ",83bdcae0-4be5-422f-bd86-9591ab1a765d
